interacao_id,cliente_id,tipo_interacao,responsavel,duracao_minutos,satisfacao_cliente,data_interacao
1132,248,Suporte,Davi Luiz Castro,41,3,2025-07-28 23:41:25
1133,136,Suporte,Thales Oliveira,36,3,2025-10-24 00:15:06
1134,141,Suporte,Dr. Vitor Hugo Vieira,69,3,2026-01-08 03:14:23
1135,321,Reunião,Maria Cecília Ferreira,19,2,2026-01-22 16:05:02
1136,250,Ligação,Thales Ferreira,45,5,2026-04-17 01:53:30
1137,241,Reunião,João Vitor Ramos,25,2,2025-09-01 08:19:20
1138,34,Reunião,Maria Martins,91,3,2025-12-11 09:17:27
1139,49,Reunião,Kaique da Costa,48,5,2025-07-23 07:29:15
1140,422,E-mail,Benjamin da Rosa,29,1,2026-03-29 18:04:29
1141,391,E-mail,Thales Barbosa,32,3,2025-10-22 18:47:14
1142,257,WhatsApp,Enrico Correia,45,5,2026-02-01 17:20:46
1143,242,Ligação,Letícia Pires,92,3,2025-12-19 00:46:45
1144,475,Suporte,Pedro Peixoto,31,5,2025-10-25 23:56:00
1145,345,E-mail,Evelyn Cardoso,46,2,2025-10-18 18:05:29
1146,99,Reunião,Evelyn Costa,105,2,2025-08-20 22:46:59
1147,437,E-mail,Otávio Silveira,83,2,2026-02-11 01:13:39
1148,167,Suporte,Giovanna Nunes,65,5,2026-01-03 15:30:43
1149,404,Reunião,João Guilherme Cardoso,104,3,2025-06-15 20:02:26
1150,118,WhatsApp,Benjamin Jesus,65,3,2026-02-09 10:34:39
1151,190,E-mail,Stella Duarte,44,3,2025-11-17 02:36:03
1152,373,WhatsApp,Luiz Otávio Santos,111,3,2026-02-15 23:14:10
1153,231,WhatsApp,Carolina Moreira,59,5,2025-06-04 19:05:17
1154,202,Reunião,Gabriel Sales,5,4,2025-07-21 04:45:25
1155,29,Reunião,Alexia Cavalcanti,50,2,2026-01-14 15:09:50
1156,500,Reunião,Rafaela Dias,103,3,2025-09-23 20:52:31
1157,10,E-mail,Maria Julia Novaes,31,3,2026-02-15 10:28:57
1158,151,WhatsApp,Noah Barbosa,8,3,2025-11-08 03:01:01
1159,219,Reunião,Luigi Ramos,46,5,2025-09-19 09:10:25
1160,287,E-mail,Ana Clara Lopes,107,2,2025-11-15 05:52:39
1161,317,Suporte,Pedro Lucas Dias,61,3,2026-01-24 16:32:49
1162,55,Ligação,Alícia Sales,36,2,2025-11-13 21:08:26
1163,167,Reunião,Arthur Teixeira,97,5,2026-03-17 19:53:21
1164,241,Ligação,Catarina da Rosa,104,4,2025-12-14 07:40:39
1165,353,Reunião,Manuela Barros,36,3,2026-05-20 19:07:22
1166,311,Suporte,Guilherme Santos,53,1,2025-11-27 01:15:40
1167,52,Ligação,Manuela Carvalho,86,3,2025-09-15 09:21:21
1168,142,Suporte,Isabelly Gomes,52,4,2026-01-27 07:25:49
1169,473,WhatsApp,Antônio Vieira,19,4,2025-12-05 10:12:12
1170,69,Ligação,Fernando Rodrigues,46,4,2025-07-13 01:30:55
1171,423,E-mail,Thiago Fernandes,116,2,2026-04-02 11:57:18
1172,302,WhatsApp,Esther Fogaça,78,2,2025-06-24 11:05:58
1173,288,Ligação,Eduardo Monteiro,61,2,2025-12-03 17:54:03
1174,168,Suporte,Camila Lopes,74,3,2026-02-05 13:57:23
1175,286,Suporte,Renan Costela,109,3,2025-11-15 14:18:13
1176,354,Ligação,Kaique Farias,22,1,2026-02-06 10:46:33
1177,446,WhatsApp,Maria Vitória da Mata,114,3,2025-09-06 22:39:52
1178,464,Reunião,Srta. Rafaela Pires,100,2,2025-05-25 11:56:56
1179,95,WhatsApp,Eloah da Mota,64,2,2026-02-21 22:51:08
1180,236,WhatsApp,Sra. Maria Sophia da Rosa,47,2,2025-11-10 04:06:42
1181,347,WhatsApp,Olivia Barbosa,37,5,2025-11-15 16:33:33
1182,383,Ligação,Alexia Lopes,22,1,2026-01-07 17:46:31
1183,329,Reunião,Diogo Castro,59,4,2026-02-21 16:43:24
1184,413,Reunião,Isadora da Mota,107,1,2025-09-21 23:48:53
1185,426,Suporte,Dr. Gustavo Lopes,12,5,2025-09-10 20:49:09
1186,192,Ligação,Raquel Nunes,77,4,2025-09-26 20:21:13
1187,17,Suporte,Yuri Aragão,116,3,2025-09-12 11:55:55
1188,405,Suporte,Sra. Sabrina Lima,67,3,2026-02-11 07:45:41
1189,295,WhatsApp,Maria Julia Moreira,86,1,2025-10-08 08:23:21
1190,377,Ligação,Yago Viana,77,1,2025-08-14 01:56:20
1191,499,Suporte,Danilo Moreira,104,1,2025-06-04 04:47:23
1192,273,E-mail,Sarah Monteiro,107,5,2025-08-29 23:24:52
1193,434,Ligação,Theo Vieira,78,4,2025-08-10 01:04:54
1194,313,E-mail,Nina Lima,101,1,2025-06-01 22:48:38
1195,393,Reunião,Guilherme da Cunha,109,3,2025-05-29 02:48:37
1196,239,Reunião,Renan Pinto,118,2,2026-05-10 10:10:15
1197,334,WhatsApp,Maysa Castro,14,2,2025-09-04 15:02:03
1198,332,Suporte,Sr. Vitor Gabriel da Mota,48,4,2025-07-25 08:05:07
1199,271,Reunião,Augusto Vieira,118,1,2025-08-04 05:12:22
1200,206,Suporte,Davi Lucas Peixoto,42,1,2026-01-19 21:30:53
1201,320,Reunião,Enzo Gabriel Campos,7,1,2026-01-04 06:43:21
1202,116,WhatsApp,Sr. Nicolas Teixeira,59,2,2025-10-27 15:16:15
1203,133,E-mail,Cauã Ferreira,79,3,2025-08-01 00:37:16
1204,273,Reunião,Maria Julia da Cruz,88,2,2025-10-19 16:15:16
1205,395,Suporte,Maria Cavalcanti,50,5,2026-02-26 10:03:46
1206,79,E-mail,Ana Lívia Cavalcanti,103,2,2025-12-18 07:23:16
1207,106,WhatsApp,Lívia Barros,28,1,2025-10-05 12:38:47
1208,14,Suporte,João Vitor Pinto,82,1,2025-10-29 08:52:49
1209,400,E-mail,Dr. Luigi Araújo,74,3,2025-06-10 09:17:16
1210,489,Ligação,Diogo Costela,46,3,2025-08-22 15:43:08
1211,476,E-mail,Carolina Almeida,89,2,2026-02-04 19:54:41
1212,104,WhatsApp,Pedro Ramos,25,4,2025-10-15 12:56:22
1213,139,E-mail,Srta. Eduarda Caldeira,32,3,2026-04-09 02:19:16
1214,14,E-mail,Davi Lucas Porto,117,4,2026-03-23 23:16:43
1215,64,Reunião,Vitor Hugo Duarte,8,4,2025-10-16 01:12:45
1216,445,E-mail,Gustavo Gomes,53,1,2026-03-17 00:17:21
1217,229,Reunião,Kaique Moraes,56,2,2026-02-12 11:04:44
1218,106,Reunião,Srta. Luana da Mata,80,1,2026-04-11 18:28:04
1219,48,E-mail,Paulo Vieira,69,5,2025-06-10 00:19:29
1220,371,Suporte,Davi Lucas Rodrigues,20,2,2026-03-02 22:30:45
1221,388,E-mail,Srta. Maysa Moraes,20,4,2025-11-05 23:46:12
1222,380,Suporte,Bryan Silva,50,3,2025-09-28 19:48:19
1223,213,E-mail,Thomas Castro,31,1,2025-12-23 12:43:14
1224,410,Suporte,Sr. Luiz Gustavo Porto,51,4,2025-09-27 18:27:13
1225,131,Suporte,Maria Luiza Lima,19,4,2025-06-24 19:24:20
1226,9,Ligação,Daniela Monteiro,53,4,2026-05-15 07:06:19
1227,205,Ligação,Dra. Rafaela Sales,50,3,2025-07-29 07:57:34
1228,485,WhatsApp,Otávio Rocha,112,1,2025-12-01 17:17:46
1229,223,WhatsApp,Luiz Otávio Rocha,34,1,2025-12-21 09:15:08
1230,334,Reunião,Cauê da Rosa,117,4,2025-11-16 02:30:42
1231,9,WhatsApp,Emilly Gonçalves,98,3,2025-07-21 21:12:50
1232,24,E-mail,Lavínia da Conceição,113,2,2025-12-03 12:53:24
1233,91,Suporte,Lara Barbosa,6,2,2025-09-22 23:42:07
1234,266,E-mail,Maria Luiza Sales,22,4,2026-04-26 00:05:35
1235,391,Ligação,Augusto Cunha,12,5,2025-10-08 13:30:28
1236,411,E-mail,Daniel Barros,115,3,2025-06-08 15:11:19
1237,191,Suporte,Esther Novaes,58,2,2026-01-17 19:30:25
1238,215,E-mail,Anthony Lima,27,5,2026-01-18 21:32:43
1239,495,E-mail,Pedro Henrique Dias,99,2,2026-01-10 00:01:52
1240,187,Ligação,Mirella Lima,105,2,2026-03-14 09:40:42
1241,16,Reunião,Nathan Santos,31,3,2025-08-19 19:03:23
1242,207,WhatsApp,Giovanna da Rosa,112,3,2025-10-19 16:46:21
1243,319,WhatsApp,Sr. Joaquim Gonçalves,8,1,2026-05-04 08:53:43
1244,170,Ligação,Laura Lopes,118,4,2025-09-12 06:16:53
1245,18,E-mail,Pietro da Mata,57,1,2025-07-29 23:43:29
1246,277,Reunião,Rebeca Silveira,102,5,2025-08-15 23:04:25
1247,370,Suporte,Raquel Santos,26,2,2026-05-10 10:42:34
1248,52,Ligação,Dra. Sabrina Costela,49,2,2025-09-06 22:45:16
1249,48,Reunião,Sra. Fernanda Dias,13,1,2025-08-22 10:33:06
1250,496,Reunião,Sr. Vitor Hugo Nunes,64,4,2026-02-22 15:08:01
1251,439,Suporte,Davi Luiz Costela,61,2,2025-08-04 02:18:53
1252,439,Suporte,Joaquim Nogueira,108,1,2025-11-12 23:39:25
1253,160,Reunião,Dr. Breno Ribeiro,65,3,2025-08-12 04:29:42
1254,66,WhatsApp,Diego Fogaça,89,5,2025-08-07 16:12:45
1255,188,Suporte,Henrique Moraes,90,1,2025-08-10 23:38:43
1256,245,Reunião,Enzo Araújo,100,5,2025-12-24 13:54:52
1257,101,E-mail,Gabriela Costa,33,5,2026-02-06 04:37:48
1258,67,E-mail,Luana Souza,33,1,2026-03-24 09:25:31
1259,381,Ligação,Luiz Gustavo Novaes,96,4,2025-05-28 14:02:09
1260,145,Suporte,Dra. Mirella Ferreira,18,2,2026-04-23 04:05:37
1261,116,WhatsApp,Paulo Gonçalves,28,3,2026-01-03 22:10:20
1262,169,Reunião,Luiz Gustavo da Paz,90,5,2026-02-21 18:17:56
1263,267,Suporte,Caio Fernandes,78,3,2026-04-13 18:19:10
1264,390,E-mail,Raquel Souza,46,4,2026-04-09 01:40:50
1265,192,E-mail,Lucas da Cunha,79,1,2025-10-02 15:52:19
1266,383,Reunião,Raquel da Rocha,85,1,2026-01-01 01:11:50
1267,407,E-mail,Ryan Santos,28,1,2025-07-30 22:46:56
1268,74,Ligação,Dra. Vitória Pires,111,2,2025-09-23 17:08:24
1269,83,Reunião,Bryan Carvalho,46,1,2025-11-23 14:45:33
1270,293,Reunião,João Gabriel Aragão,66,3,2025-08-28 00:04:25
1271,97,Suporte,Fernanda Rocha,56,4,2025-09-16 11:26:52
1272,110,Reunião,Emanuel Nascimento,84,3,2026-03-09 18:50:36
1273,280,Reunião,Samuel Nascimento,20,3,2025-10-16 09:37:29
1274,336,Suporte,Sarah da Paz,48,3,2025-09-30 03:09:49
1275,457,E-mail,Rafael da Rocha,37,3,2026-03-24 20:24:45
1276,414,Reunião,Gustavo Costa,103,5,2026-03-13 14:36:43
1277,234,Ligação,Isadora Cardoso,90,3,2025-07-12 08:38:09
1278,391,Suporte,Dr. Lucca Rocha,38,1,2025-07-31 01:01:06
1279,401,WhatsApp,Stephany Azevedo,59,1,2025-11-25 18:25:53
1280,494,Suporte,Miguel Fernandes,21,1,2025-08-17 17:20:30
1281,117,Reunião,Joaquim da Mata,111,1,2025-11-05 06:29:53
1282,62,Suporte,Olivia Nunes,96,3,2026-03-16 05:58:38
1283,65,WhatsApp,Lara Caldeira,44,4,2025-10-24 11:43:34
1284,224,Suporte,Dr. Enzo Gabriel Caldeira,15,5,2025-12-01 08:08:32
1285,94,Reunião,Emanuella Carvalho,109,5,2026-03-17 12:18:52
1286,100,E-mail,Danilo Pereira,112,2,2025-08-24 19:55:05
1287,398,Ligação,Emanuelly Souza,30,3,2026-03-15 05:23:41
1288,270,Suporte,Eduarda Duarte,104,2,2026-02-01 02:40:29
1289,289,Suporte,Yuri da Mata,72,1,2025-06-18 00:46:50
1290,410,Suporte,Diogo Costela,51,5,2025-11-16 22:27:00
1291,118,Suporte,Danilo Nunes,26,3,2026-01-24 02:59:12
1292,82,Ligação,Natália Pires,92,2,2025-09-21 19:07:36
1293,326,Suporte,Marcos Vinicius Oliveira,33,2,2025-09-10 21:36:15
1294,277,Suporte,Srta. Agatha Gomes,59,2,2026-04-30 05:12:12
1295,143,Ligação,Dr. Vinicius Rezende,56,3,2026-01-16 16:33:56
1296,200,Suporte,Melissa Moreira,58,4,2025-06-05 19:06:03
1297,240,WhatsApp,Bárbara da Conceição,22,3,2026-02-07 09:24:32
1298,1,Ligação,Ryan Barros,37,5,2025-09-10 22:28:49
1299,343,WhatsApp,Ian Fernandes,31,5,2025-09-23 03:25:07
1300,305,Ligação,Heloísa Duarte,12,4,2025-10-25 08:06:28
1301,72,E-mail,João Guilherme Freitas,66,2,2025-09-26 00:43:24
1302,392,E-mail,Dr. Benício Rezende,55,2,2026-05-21 11:05:24
1303,331,Reunião,Leonardo das Neves,55,5,2025-10-25 18:20:14
1304,100,E-mail,Clara Moreira,111,3,2025-12-01 01:59:37
1305,37,E-mail,Clarice Moraes,40,2,2026-04-21 01:36:59
1306,458,Reunião,Thomas da Cunha,20,5,2025-06-01 14:35:35
1307,484,E-mail,Srta. Lara Rocha,31,4,2026-03-20 18:27:53
1308,73,WhatsApp,Sr. Thomas da Cruz,102,3,2025-12-16 09:18:44
1309,6,Ligação,Valentina Carvalho,71,3,2026-03-18 22:38:39
1310,269,Ligação,Manuela Rocha,103,5,2025-06-09 03:05:22
1311,242,E-mail,Davi Lucca Ramos,89,4,2026-01-18 15:01:30
1312,153,Ligação,Eduardo Monteiro,74,5,2025-06-09 22:52:49
1313,233,E-mail,Juliana Pereira,14,3,2025-08-10 21:08:39
1314,449,WhatsApp,Augusto Nunes,10,4,2025-11-22 10:57:40
1315,430,WhatsApp,Isabelly Duarte,19,4,2025-06-03 16:11:26
1316,219,Suporte,Alexandre Vieira,26,4,2026-01-05 07:41:00
1317,389,WhatsApp,Yasmin da Luz,33,5,2025-09-16 08:03:29
1318,53,Ligação,Maria Sophia Peixoto,98,5,2025-10-31 22:33:16
1319,492,Suporte,Ana Lívia Mendes,115,3,2025-08-11 20:48:56
1320,124,Reunião,Eduardo Dias,112,4,2025-12-24 22:30:56
1321,216,Ligação,Evelyn Moura,86,1,2025-08-07 14:52:16
1322,443,WhatsApp,Dr. Lucas Freitas,112,3,2026-02-22 15:39:26
1323,464,WhatsApp,Srta. Emilly Cardoso,86,5,2025-10-26 11:44:42
1324,169,Reunião,Olivia Rocha,90,3,2025-07-20 11:45:55
1325,183,Ligação,Helena Gonçalves,6,1,2025-09-18 11:25:03
1326,366,Reunião,Dr. Kevin Ramos,36,5,2025-12-11 01:55:51
1327,254,E-mail,Ana Julia Souza,80,4,2025-07-10 00:29:24
1328,341,WhatsApp,Sr. Heitor Duarte,18,4,2026-01-27 03:20:29
1329,288,Suporte,Stephany da Luz,112,5,2025-12-30 23:54:57
1330,193,Suporte,Arthur Carvalho,71,4,2025-09-23 09:34:21
1331,22,Suporte,Milena Farias,18,5,2025-07-01 15:58:42
1332,430,Ligação,Igor da Rocha,78,1,2026-04-12 03:42:02
1333,61,E-mail,Sr. Cauê Cardoso,51,5,2025-11-26 10:27:03
1334,345,Suporte,Isadora Rocha,58,4,2025-07-15 04:58:43
1335,368,Ligação,Larissa das Neves,49,4,2026-05-03 06:46:38
1336,437,Reunião,Srta. Lara Rezende,78,5,2025-11-12 20:40:53
1337,20,Reunião,Emanuella Rezende,109,4,2025-06-08 08:35:51
1338,343,Ligação,Joana Pires,32,5,2025-05-28 13:32:35
1339,93,Ligação,Marcela Jesus,85,3,2025-06-27 07:06:02
1340,51,WhatsApp,Srta. Laís Viana,57,1,2025-08-30 17:28:03
1341,374,Reunião,Marcos Vinicius Moreira,113,3,2025-07-01 12:03:08
1342,184,WhatsApp,Maria Luiza da Mota,50,2,2025-10-09 03:50:08
1343,142,Reunião,Antônio Fogaça,105,1,2026-03-20 03:20:22
1344,167,Reunião,Olivia Gonçalves,94,3,2025-05-25 11:21:07
1345,394,E-mail,Clarice Ferreira,31,5,2026-03-01 15:58:10
1346,395,Suporte,Joaquim Gomes,87,3,2025-07-10 07:51:45
1347,380,Reunião,Arthur da Cunha,101,3,2025-07-30 10:04:46
1348,400,E-mail,Sophie das Neves,113,4,2025-11-23 22:35:38
1349,439,Ligação,Srta. Emilly Rezende,47,3,2025-10-24 10:58:32
1350,316,Suporte,Daniel Cardoso,99,2,2025-07-25 04:08:07
1351,163,WhatsApp,Valentina da Mota,17,1,2026-05-06 20:57:30
1352,328,Reunião,Sophia Duarte,45,5,2025-11-25 15:50:07
1353,255,E-mail,Sr. Benjamin Nunes,101,4,2025-11-08 03:49:56
1354,104,WhatsApp,Maitê Ferreira,114,4,2026-01-26 08:55:54
1355,180,WhatsApp,Dra. Camila Rodrigues,108,4,2026-01-21 08:22:16
1356,459,WhatsApp,Ana Sophia Moreira,101,2,2025-06-29 18:04:03
1357,492,E-mail,Bryan Almeida,46,1,2026-01-23 23:02:05
1358,58,E-mail,Yago Barbosa,79,3,2025-06-15 12:45:28
1359,466,Suporte,Lucca da Cunha,94,5,2025-12-12 04:43:13
1360,152,Suporte,João Vitor Melo,73,2,2026-04-17 00:47:54
1361,204,Suporte,Luiz Henrique da Rocha,94,1,2025-11-15 17:13:29
1362,102,Ligação,Yasmin Melo,16,5,2025-09-25 17:43:00
1363,469,Reunião,Srta. Maria Fernanda Araújo,114,3,2025-10-07 03:56:20
1364,75,WhatsApp,Luiz Fernando Sales,73,3,2025-06-06 17:04:07
1365,204,E-mail,Sr. Cauã Campos,54,1,2026-05-03 05:42:12
1366,433,WhatsApp,Emanuel Pires,83,5,2025-07-05 21:38:20
1367,498,Ligação,Maria Julia Carvalho,46,2,2025-09-01 17:59:40
1368,227,Ligação,Nicole Moreira,36,5,2025-07-23 10:12:51
1369,80,WhatsApp,Erick Nogueira,8,4,2025-11-09 12:57:24
1370,115,E-mail,Amanda Ferreira,36,2,2026-05-06 15:20:43
1371,226,E-mail,Camila Duarte,23,1,2025-11-18 18:43:03
1372,152,E-mail,Ryan Viana,7,5,2025-08-30 03:54:17
1373,248,Reunião,João Alves,58,5,2025-07-02 14:50:27
1374,283,Suporte,Cauã Correia,29,4,2025-11-28 19:50:28
1375,96,Suporte,Mariane Gonçalves,79,4,2026-01-05 20:54:59
1376,322,Suporte,Emanuelly Nogueira,118,4,2026-05-01 01:50:26
1377,383,WhatsApp,Alana Pinto,95,3,2026-05-18 17:17:44
1378,412,WhatsApp,Srta. Catarina da Mata,60,3,2025-06-22 01:47:28
1379,187,E-mail,Maria Luiza da Conceição,45,5,2026-03-28 14:34:06
1380,183,Ligação,Caroline da Mata,93,2,2026-05-06 18:30:34
1381,165,E-mail,Carolina Gonçalves,106,5,2026-02-23 01:13:13
1382,297,E-mail,João Lucas da Luz,17,5,2025-11-17 15:56:48
1383,363,Reunião,Davi Luiz Cardoso,73,3,2025-07-29 10:29:54
1384,54,Suporte,Bryan da Costa,34,3,2025-09-18 18:50:04
1385,368,Suporte,João Lucas Moraes,110,2,2026-01-29 10:41:37
1386,239,WhatsApp,Cecília Cunha,78,1,2025-11-07 11:38:10
1387,236,Suporte,Dr. Carlos Eduardo Araújo,61,4,2025-07-09 08:53:21
1388,303,Reunião,Carolina Pinto,13,2,2025-07-15 23:40:56
1389,12,Suporte,Bryan Monteiro,62,5,2026-05-01 01:19:41
1390,333,Ligação,Vitor Barros,119,3,2025-12-16 13:06:19
1391,245,E-mail,Ryan Martins,13,3,2025-06-16 23:24:35
1392,34,WhatsApp,João Gabriel Souza,77,3,2026-01-13 17:01:27
1393,486,Ligação,Gabriela Cavalcanti,96,5,2025-12-07 01:47:17
1394,252,Reunião,Camila da Mota,95,2,2026-01-20 06:16:56
1395,203,E-mail,João Miguel Fogaça,89,4,2026-01-08 17:38:41
1396,159,Suporte,Gustavo Azevedo,94,3,2025-12-04 10:46:44
1397,170,E-mail,Matheus Viana,77,5,2026-03-27 21:04:37
1398,485,Reunião,Laís Mendes,23,5,2025-09-29 16:00:08
1399,349,Suporte,Sra. Maria Sophia Teixeira,45,1,2025-12-14 08:24:30
1400,498,Suporte,Vitor Hugo Mendes,11,3,2026-03-05 21:07:41
1401,301,Ligação,Heloísa Rezende,104,1,2026-03-30 04:39:25
1402,315,Ligação,Mirella Oliveira,72,4,2026-03-18 19:06:44
1403,374,E-mail,Isadora Souza,98,2,2025-09-08 05:21:52
1404,128,Suporte,Luana Alves,104,2,2025-10-25 23:34:54
1405,428,E-mail,Manuela Fernandes,8,4,2025-07-18 11:16:02
1406,374,Ligação,Luiz Henrique Nunes,47,1,2025-10-06 12:31:19
1407,49,Reunião,Maria Fernanda Moraes,78,4,2025-12-27 16:56:40
1408,413,Reunião,Dr. Emanuel Ramos,53,4,2025-08-08 08:52:55
1409,71,WhatsApp,Sra. Melissa Rezende,28,1,2025-11-18 11:33:00
1410,160,WhatsApp,Stella Freitas,27,4,2025-07-22 21:47:15
1411,451,WhatsApp,Isabella Nunes,68,1,2025-10-28 18:46:54
1412,95,WhatsApp,Caio Porto,56,2,2025-08-18 04:54:16
1413,117,WhatsApp,Emanuel Peixoto,87,1,2025-07-10 14:29:09
1414,174,Reunião,Eduardo da Mota,101,1,2025-06-11 06:21:36
1415,269,WhatsApp,Rafael Correia,7,5,2026-03-25 22:09:16
1416,32,Suporte,Emanuel Lopes,12,3,2025-10-22 22:00:45
1417,49,E-mail,Breno Costa,5,5,2026-02-03 07:33:54
1418,7,Ligação,Sarah Pereira,46,4,2025-08-22 04:49:31
1419,157,Ligação,Lorenzo Ramos,107,5,2025-10-22 22:37:33
1420,289,WhatsApp,Camila Farias,114,1,2025-09-24 04:18:37
1421,490,E-mail,Kevin das Neves,29,5,2025-12-28 18:50:58
1422,256,E-mail,Isabelly Melo,73,2,2026-02-08 15:01:31
1423,500,WhatsApp,Danilo Carvalho,17,2,2025-06-19 00:41:54
1424,308,WhatsApp,João da Mata,78,2,2026-05-10 03:16:56
1425,457,Reunião,Gustavo Fogaça,95,2,2025-10-05 17:26:17
1426,260,E-mail,Alana da Costa,109,4,2025-10-10 19:51:17
1427,16,Suporte,Sra. Cecília Costela,9,5,2026-03-09 21:35:14
1428,455,Ligação,Maria Cardoso,108,3,2025-08-20 07:28:57
1429,479,WhatsApp,Srta. Lorena Silva,18,3,2026-01-07 23:00:17
1430,350,E-mail,Emanuella Gomes,80,5,2026-02-17 00:31:34
1431,86,Ligação,Paulo Duarte,68,2,2025-09-16 06:38:30
1432,309,E-mail,Luiz Fernando Pereira,83,3,2026-01-16 06:12:54
1433,481,Reunião,Danilo Nunes,89,5,2026-03-31 07:23:06
1434,426,Reunião,Gabriela Nogueira,105,4,2025-05-25 04:59:09
1435,484,Ligação,Ian Costela,90,5,2026-03-13 23:54:43
1436,34,WhatsApp,Matheus Monteiro,36,3,2026-05-02 11:26:57
1437,73,E-mail,Francisco Gonçalves,109,4,2025-12-16 07:16:56
1438,97,Reunião,Thomas Melo,10,3,2025-09-04 08:54:46
1439,31,Reunião,Cauê Pereira,108,5,2025-12-29 11:38:51
1440,51,Suporte,Sra. Beatriz Pinto,16,3,2025-11-03 13:42:31
1441,467,Suporte,Carlos Eduardo Cavalcanti,77,5,2026-04-28 10:38:13
1442,360,Suporte,Maria Vitória das Neves,71,4,2025-08-13 17:55:08
1443,388,Suporte,Ana Carolina Fogaça,87,2,2025-11-01 03:43:13
1444,145,WhatsApp,Dr. Luiz Henrique da Mata,22,4,2025-06-16 05:30:36
1445,391,E-mail,Kaique da Conceição,42,4,2025-09-09 01:44:48
1446,207,Reunião,Maria Luiza Farias,53,1,2026-01-05 19:32:36
1447,252,Ligação,Isaac Freitas,67,1,2026-01-17 11:33:18
1448,165,Suporte,Raquel da Cruz,66,5,2025-06-07 03:19:39
1449,200,WhatsApp,Pedro Lucas da Mota,68,3,2026-04-12 14:31:14
1450,395,Ligação,Clarice da Conceição,72,1,2026-01-11 16:56:53
1451,97,Ligação,Maria Correia,44,5,2025-08-05 00:26:01
1452,383,Suporte,Anthony Costela,74,2,2025-06-10 00:28:28
1453,329,WhatsApp,Srta. Nina Gomes,99,1,2026-02-25 17:47:01
1454,274,Ligação,Nina da Paz,11,3,2026-05-04 14:21:48
1455,198,E-mail,Isabel da Cunha,50,5,2026-03-30 00:23:41
1456,27,Reunião,Stella Sales,99,5,2025-07-22 18:00:01
1457,269,E-mail,Sra. Manuela Mendes,70,3,2025-06-09 17:45:58
1458,349,Ligação,Ana Julia da Mata,32,1,2026-04-17 03:50:46
1459,235,E-mail,Gustavo Ramos,119,2,2025-08-27 08:41:47
1460,365,WhatsApp,Sr. Pedro Porto,14,2,2025-07-25 10:28:02
1461,254,E-mail,Srta. Bárbara da Rosa,78,5,2026-04-28 20:03:23
1462,8,Ligação,Luiz Felipe da Luz,53,2,2025-11-28 22:23:49
1463,461,Ligação,Ana Lívia Costa,42,1,2025-06-19 18:01:58
1464,464,E-mail,Diogo Lima,89,3,2026-04-11 17:14:31
1465,91,Reunião,Pietra Viana,110,2,2025-06-01 13:18:54
1466,191,Reunião,João Lucas Freitas,10,2,2025-12-31 01:00:36
1467,73,Suporte,Davi Gomes,36,5,2026-01-24 10:47:36
1468,343,WhatsApp,Kaique Pires,117,4,2026-02-15 06:30:29
1469,349,Suporte,Vicente da Mota,95,3,2025-12-15 11:14:44
1470,105,WhatsApp,Sr. Thales Costela,57,1,2026-05-23 10:54:42
1471,213,Reunião,Vicente Souza,53,3,2026-01-07 15:56:44
1472,432,E-mail,Sra. Maria Vieira,109,4,2025-12-16 13:19:36
1473,130,Suporte,Theo da Costa,6,4,2025-10-11 12:55:28
1474,22,Reunião,Bernardo Rocha,21,2,2025-09-30 09:17:18
1475,37,Ligação,Luana Ribeiro,19,2,2025-12-02 19:25:16
1476,462,Reunião,Srta. Joana Carvalho,13,2,2026-02-10 08:07:16
1477,275,WhatsApp,Helena Caldeira,26,3,2025-06-24 12:12:53
1478,490,Reunião,Letícia Gomes,41,5,2025-10-02 11:54:52
1479,147,WhatsApp,João Vitor da Conceição,114,5,2026-03-30 19:42:07
1480,134,Ligação,André Pires,102,1,2025-06-12 16:53:37
1481,203,E-mail,Srta. Sophie Viana,16,5,2026-01-15 06:36:04
1482,434,Reunião,Raul Pires,30,2,2026-01-07 04:01:13
1483,266,Ligação,Brenda Pires,65,4,2026-03-17 06:02:01
1484,56,Ligação,Sr. João Miguel Carvalho,34,1,2025-12-24 10:21:07
1485,427,Reunião,Pedro Silva,28,1,2025-09-25 20:55:05
1486,391,Ligação,Sr. Benjamin Gonçalves,35,4,2026-04-29 13:51:48
1487,316,WhatsApp,Lavínia Cardoso,61,2,2025-11-25 06:56:01
1488,227,Suporte,Bárbara Sales,103,1,2025-05-29 12:58:01
1489,340,Suporte,Luiz Fernando Mendes,103,2,2026-03-19 15:21:07
1490,394,E-mail,Alice da Rosa,97,3,2026-03-21 19:04:46
1491,23,Suporte,João Miguel Alves,6,2,2026-05-09 15:35:07
1492,175,WhatsApp,Clarice da Cruz,27,3,2025-07-30 04:05:03
1493,237,E-mail,Emanuel Castro,120,1,2026-02-17 20:26:58
1494,201,Reunião,Isabella Martins,24,3,2026-04-11 23:46:46
1495,259,Ligação,Isaac Peixoto,33,2,2026-04-23 01:22:53
1496,322,E-mail,Carlos Eduardo Souza,47,4,2025-10-03 10:36:03
1497,13,Reunião,Fernanda das Neves,13,2,2025-07-14 12:16:36
1498,309,Suporte,Maria Julia Alves,41,5,2026-05-14 00:30:12
1499,83,E-mail,Dr. Danilo Moraes,75,3,2026-03-20 08:11:47
1500,30,Ligação,João Vitor Costa,92,1,2025-11-10 01:58:48
